Time,PE,PN,PU,VE,VN,VU,Qw,Qx,Qy,Qz
14853.1328,125.3643,333.4535,998.8344,2.5454,-6.9225,-24.4734,0.0210,-0.3089,-0.4440,-0.8408
14853.1426,125.3886,333.3831,998.5901,2.4159,-7.1051,-24.3970,-0.0072,-0.3053,-0.4558,-0.8361
14853.1533,125.4116,333.3109,998.3465,2.2754,-7.2839,-24.3209,-0.0356,-0.3013,-0.4674,-0.8304
14853.1631,125.4331,333.2370,998.5569,2.1299,-7.4567,-23.2599,-0.0638,-0.2973,-0.4785,-0.8238
14853.1729,125.4531,333.1613,998.3248,1.9748,-7.6248,-23.1781,-0.0918,-0.2929,-0.4894,-0.8163
14853.1826,125.4715,333.0839,998.0934,1.8112,-7.7907,-23.0916,-0.1195,-0.2883,-0.4998,-0.8080
14853.1934,125.4882,333.0048,997.8629,1.6394,-7.9506,-23.0116,-0.1465,-0.2838,-0.5097,-0.7989
14853.2031,125.5032,332.9242,998.0689,1.4625,-8.0989,-22.0084,-0.1729,-0.2793,-0.5190,-0.7891
14853.2129,125.5163,332.8421,997.8492,1.2768,-8.2391,-21.9299,-0.1984,-0.2748,-0.5279,-0.7788
14853.2227,125.5276,332.7586,997.6303,1.0857,-8.3740,-21.8600,-0.2226,-0.2707,-0.5360,-0.7680
14853.2422,125.5447,332.5970,997.6070,0.8317,-8.5338,-20.9462,-0.2644,-0.2711,-0.5443,-0.7485
14853.2500,125.5502,332.5279,997.4396,0.6593,-8.6531,-20.8981,-0.2804,-0.2663,-0.5515,-0.7391
14853.2578,125.5549,332.4579,997.2720,0.6345,-8.7523,-21.0141,-0.2955,-0.2621,-0.5580,-0.7298
14853.2656,125.5594,332.3870,997.1033,0.6098,-8.8562,-21.1497,-0.3096,-0.2585,-0.5638,-0.7208
14853.2744,125.5637,332.3152,997.2993,0.5762,-8.9680,-20.5276,-0.3096,-0.2585,-0.5638,-0.7208
14853.2832,125.5675,332.2335,997.1147,0.3864,-9.0802,-20.4912,-0.3246,-0.2560,-0.5687,-0.7111
14853.2930,125.5698,332.1414,996.9099,0.1871,-9.1954,-20.4611,-0.3400,-0.2549,-0.5729,-0.7008
14853.3027,125.5711,332.0482,996.7044,0.2049,-9.3168,-20.6386,-0.3544,-0.2542,-0.5765,-0.6910
14853.3135,125.5727,331.9537,997.0340,0.2302,-9.4538,-19.7605,-0.3679,-0.2539,-0.5793,-0.6816
14853.3232,125.5745,331.8577,996.8354,0.2527,-9.6050,-19.9639,-0.3797,-0.2542,-0.5820,-0.6727
14853.3330,125.5765,331.7601,996.6348,0.2783,-9.7640,-20.1609,-0.3910,-0.2547,-0.5838,-0.6644
14853.3428,125.5787,331.6609,996.4321,0.2816,-9.9258,-20.3612,-0.4012,-0.2554,-0.5853,-0.6566
14853.3525,125.5811,331.5601,997.1990,0.3140,-10.0835,-18.6298,-0.4107,-0.2563,-0.5867,-0.6492
14853.3633,125.5838,331.4576,997.0117,0.3504,-10.2599,-18.8377,-0.4194,-0.2572,-0.5880,-0.6420
14853.3730,125.5869,331.3532,996.8222,0.3807,-10.4448,-19.0477,-0.4280,-0.2579,-0.5891,-0.6351
14853.3828,125.5903,331.2469,996.6307,0.4135,-10.6503,-19.2616,-0.4361,-0.2586,-0.5899,-0.6285
14853.3926,125.5942,331.1387,997.5907,0.4753,-10.8413,-17.1329,-0.4441,-0.2589,-0.5905,-0.6221
14853.4033,125.5986,331.0286,997.4183,0.5077,-11.0232,-17.3370,-0.4517,-0.2593,-0.5908,-0.6162
14853.4131,125.6033,330.9166,997.2440,0.5412,-11.2140,-17.5298,-0.4592,-0.2595,-0.5909,-0.6105
14853.4229,125.6084,330.8027,997.0677,0.5776,-11.4078,-17.7362,-0.4668,-0.2591,-0.5909,-0.6048
14853.4326,125.6139,330.6869,997.4642,0.6172,-11.5910,-16.7166,-0.4742,-0.2588,-0.5908,-0.5992
14853.4434,125.6199,330.5693,997.2961,0.6667,-11.7820,-16.9087,-0.4815,-0.2583,-0.5907,-0.5937
14853.4531,125.6264,330.4497,997.1260,0.7129,-11.9788,-17.0993,-0.4889,-0.2574,-0.5907,-0.5881
14853.4629,125.6333,330.3281,996.9541,0.7668,-12.1884,-17.2937,-0.4965,-0.2561,-0.5904,-0.5825
14853.4727,125.6408,330.2046,997.2104,0.8160,-12.3819,-16.5476,-0.5042,-0.2545,-0.5901,-0.5769
14853.4834,125.6488,330.0791,997.0440,0.8650,-12.5724,-16.7329,-0.5120,-0.2524,-0.5898,-0.5713
14853.4932,125.6573,329.9517,996.8758,0.9119,-12.7687,-16.9110,-0.5197,-0.2502,-0.5892,-0.5658
14853.5029,125.6653,329.8230,996.7066,0.7653,-12.8292,-16.9273,-0.5274,-0.2479,-0.5885,-0.5604
14853.5127,125.6719,329.6938,996.9644,0.6257,-12.8792,-15.9926,-0.5351,-0.2452,-0.5878,-0.5550
14853.5234,125.6772,329.5642,996.8043,0.4887,-12.9197,-16.0203,-0.5429,-0.2424,-0.5869,-0.5496
14853.5332,125.6811,329.4342,996.6440,0.3541,-12.9524,-16.0450,-0.5507,-0.2394,-0.5859,-0.5442
14853.5430,125.6837,329.3039,996.4834,0.2236,-12.9841,-16.0694,-0.5583,-0.2363,-0.5850,-0.5388
14853.5527,125.6850,329.1734,996.2593,0.0951,-13.0111,-16.2345,-0.5659,-0.2330,-0.5838,-0.5335
14853.5635,125.6851,329.0426,996.0968,-0.0290,-13.0328,-16.2598,-0.5738,-0.2293,-0.5825,-0.5281
14853.5732,125.6839,328.9117,995.9341,-0.1516,-13.0429,-16.2882,-0.5816,-0.2254,-0.5812,-0.5227
14853.5830,125.6815,328.7807,995.7711,-0.2717,-13.0497,-16.3225,-0.5893,-0.2214,-0.5799,-0.5172
14853.5928,125.6780,328.6497,995.4280,-0.3898,-13.0530,-16.7750,-0.5970,-0.2172,-0.5782,-0.5119
14853.6025,125.6743,328.5178,995.2596,-0.3001,-13.2272,-16.9207,-0.6049,-0.2128,-0.5763,-0.5066
14853.6133,125.6716,328.3842,995.0897,-0.2101,-13.3889,-17.0563,-0.6128,-0.2080,-0.5745,-0.5011
14853.6230,125.6697,328.2491,994.9185,-0.1327,-13.5453,-17.2009,-0.6210,-0.2027,-0.5725,-0.4956
14853.6328,125.6686,328.1124,994.7724,-0.0482,-13.6922,-17.2921,-0.6293,-0.1969,-0.5705,-0.4897
14853.6426,125.6673,327.9753,994.5993,-0.1643,-13.6609,-17.3218,-0.6378,-0.1907,-0.5683,-0.4836
14853.6533,125.6649,327.8384,994.4259,-0.2817,-13.6265,-17.3532,-0.6466,-0.1840,-0.5660,-0.4771
14853.6631,125.6613,327.7020,994.2522,-0.3959,-13.5816,-17.3909,-0.6557,-0.1769,-0.5637,-0.4701
14853.6816,125.6554,327.4417,993.5633,-0.2008,-13.7472,-18.4164,-0.6779,-0.1622,-0.5519,-0.4578
14853.6914,125.6537,327.3172,993.3971,-0.1400,-13.8533,-18.5179,-0.6861,-0.1539,-0.5510,-0.4494
14853.7002,125.6518,327.1925,993.2302,-0.2507,-13.7937,-18.5679,-0.6951,-0.1449,-0.5495,-0.4404
14853.7080,125.6493,327.0821,993.0815,-0.3531,-13.7365,-18.6103,-0.7032,-0.1363,-0.5484,-0.4316
14853.7158,125.6466,326.9716,992.9155,-0.2959,-13.8346,-18.7279,-0.7154,-0.1285,-0.5391,-0.4255
14853.7256,125.6439,326.8325,992.7278,-0.2162,-13.9366,-18.8197,-0.7263,-0.1168,-0.5366,-0.4134
14853.7344,125.6423,326.7204,992.5769,-0.1527,-14.0308,-18.8939,-0.7263,-0.1168,-0.5366,-0.4134
14853.7422,125.6412,326.6076,992.4255,-0.1131,-14.1087,-18.9601,-0.7432,-0.1031,-0.5310,-0.3938
14853.7529,125.6391,326.4530,992.4830,-0.2410,-13.9650,-18.4462,-0.7556,-0.0902,-0.5256,-0.3803
14853.7627,125.6360,326.3138,992.2980,-0.3591,-13.8329,-18.5355,-0.7667,-0.0785,-0.5205,-0.3675
14853.7734,125.6317,326.1759,992.1122,-0.4749,-13.6941,-18.6271,-0.7778,-0.0667,-0.5147,-0.3544
14853.7832,125.6272,326.0384,991.9256,-0.4171,-13.7717,-18.7020,-0.7958,-0.0516,-0.5046,-0.3309
14853.7930,125.6224,325.9013,991.7163,-0.5229,-13.6157,-18.8553,-0.8062,-0.0404,-0.4974,-0.3178
14853.8027,125.6174,325.7646,991.5274,-0.4525,-13.6854,-18.9229,-0.8225,-0.0264,-0.4855,-0.2953
14853.8135,125.6123,325.6284,991.3376,-0.5542,-13.5322,-19.0362,-0.8320,-0.0162,-0.4771,-0.2827
14853.8232,125.6062,325.4937,991.1467,-0.6540,-13.3834,-19.1517,-0.8413,-0.0065,-0.4679,-0.2707
14853.8330,125.5991,325.3605,990.9543,-0.7480,-13.2245,-19.2678,-0.8502,0.0026,-0.4582,-0.2593
14853.8428,125.5919,325.2278,990.7614,-0.6785,-13.3023,-19.3279,-0.8585,0.0112,-0.4482,-0.2488
14853.8525,125.5854,325.0944,990.5678,-0.6108,-13.3612,-19.3850,-0.8708,0.0223,-0.4343,-0.2294
14853.8633,125.5789,324.9614,990.3733,-0.6773,-13.2111,-19.5247,-0.8778,0.0292,-0.4238,-0.2212
14853.8730,125.5717,324.8299,990.1813,-0.7387,-13.0708,-19.6611,-0.8844,0.0355,-0.4132,-0.2141
14853.8828,125.5640,324.6998,989.9839,-0.7982,-12.9398,-19.8066,-0.8909,0.0413,-0.4015,-0.2082
14853.8926,125.5556,324.5709,989.7852,-0.8596,-12.8170,-19.9505,-0.8968,0.0462,-0.3902,-0.2032
14853.9033,125.5467,324.4433,989.5850,-0.9211,-12.7012,-20.0936,-0.9023,0.0504,-0.3790,-0.1990
14853.9131,125.5371,324.3168,989.0878,-0.9801,-12.5868,-20.9013,-0.9075,0.0538,-0.3679,-0.1955
14853.9229,125.5270,324.1914,988.8781,-1.0319,-12.4715,-21.0477,-0.9123,0.0567,-0.3572,-0.1923
14853.9326,125.5164,324.0673,988.6669,-1.0765,-12.3530,-21.1995,-0.9168,0.0591,-0.3466,-0.1895
14853.9434,125.5054,323.9444,988.4541,-1.1157,-12.2398,-21.3541,-0.9210,0.0612,-0.3362,-0.1868
14853.9531,125.4940,323.8225,988.2695,-1.1534,-12.1276,-21.4429,-0.9251,0.0630,-0.3263,-0.1839
14853.9629,125.4822,323.7018,988.0543,-1.1932,-12.0193,-21.5962,-0.9290,0.0643,-0.3166,-0.1807
14853.9727,125.4700,323.5822,987.8376,-1.2336,-11.9119,-21.7472,-0.9328,0.0653,-0.3071,-0.1771
14853.9834,125.4575,323.4636,987.6194,-1.2660,-11.8082,-21.8979,-0.9365,0.0663,-0.2978,-0.1728
14853.9932,125.4447,323.3460,986.9330,-1.2969,-11.7019,-23.0693,-0.9402,0.0670,-0.2887,-0.1679
14854.0029,125.4316,323.2295,986.7015,-1.3250,-11.5962,-23.2245,-0.9439,0.0676,-0.2796,-0.1623
14854.0127,125.4182,323.1141,986.4685,-1.3467,-11.4922,-23.3826,-0.9475,0.0682,-0.2705,-0.1560
14854.0234,125.4047,322.9997,986.2339,-1.3628,-11.3858,-23.5420,-0.9512,0.0685,-0.2616,-0.1488
14854.0332,125.3910,322.8864,985.6437,-1.3759,-11.2808,-24.4613,-0.9548,0.0688,-0.2527,-0.1407
14854.0430,125.3772,322.7741,985.3983,-1.3870,-11.1733,-24.6237,-0.9584,0.0689,-0.2437,-0.1319
14854.0527,125.3632,322.6629,985.1512,-1.3954,-11.0633,-24.7856,-0.9618,0.0688,-0.2351,-0.1220
14854.0635,125.3493,322.5528,984.9025,-1.3988,-10.9516,-24.9484,-0.9653,0.0687,-0.2262,-0.1112
14854.0732,125.3353,322.4439,984.3221,-1.3982,-10.8383,-25.8039,-0.9686,0.0685,-0.2174,-0.0994
14854.0830,125.3213,322.3361,984.0633,-1.3938,-10.7227,-25.9688,-0.9718,0.0684,-0.2085,-0.0867
14854.0928,125.3074,322.2294,983.8028,-1.3848,-10.6043,-26.1334,-0.9747,0.0681,-0.1998,-0.0730
14854.1025,125.2937,322.1240,983.5406,-1.3692,-10.4818,-26.2967,-0.9775,0.0678,-0.1909,-0.0586
14854.1211,125.2695,321.9374,982.8389,-1.3207,-10.2509,-27.0482,-0.9825,0.0724,-0.1688,-0.0321
14854.1299,125.2577,321.8457,982.5948,-1.2912,-10.1343,-27.1923,-0.9841,0.0705,-0.1622,-0.0161
14854.1377,125.2475,321.7650,982.3768,-1.2605,-10.0270,-27.3187,-0.9852,0.0682,-0.1570,-0.0008
14854.1465,125.2375,321.6852,982.1578,-1.2260,-9.9133,-27.4433,-0.9869,0.0736,-0.1432,0.0109
14854.1543,125.2279,321.6064,981.7668,-1.1909,-9.7993,-27.9085,-0.9862,0.0658,-0.1515,0.0147
14854.1631,125.2173,321.5188,981.5151,-1.1479,-9.6712,-28.0450,-0.9869,0.0646,-0.1442,0.0324
14854.1729,125.2062,321.4228,981.2339,-1.0908,-9.5251,-28.1926,-0.9874,0.0640,-0.1352,0.0520
14854.1826,125.1956,321.3283,980.9512,-1.0259,-9.3799,-28.3384,-0.9874,0.0635,-0.1262,0.0719
14854.1934,125.1857,321.2352,980.6127,-0.9562,-9.2387,-28.5911,-0.9868,0.0631,-0.1174,0.0922
14854.2031,125.1765,321.1435,980.3260,-0.8800,-9.0993,-28.7354,-0.9857,0.0629,-0.1086,0.1126
14854.2129,125.1681,321.0532,980.0380,-0.7991,-8.9642,-28.8777,-0.9841,0.0626,-0.1000,0.1329
14854.2227,125.1605,320.9642,979.7485,-0.7121,-8.8336,-29.0180,-0.9820,0.0624,-0.0917,0.1529
14854.2334,125.1539,320.8765,979.4167,-0.6203,-8.7087,-29.2335,-0.9795,0.0622,-0.0834,0.1722
14854.2432,125.1481,320.7900,979.1237,-0.5249,-8.5891,-29.3667,-0.9767,0.0619,-0.0754,0.1909
14854.2529,125.1434,320.7047,978.8293,-0.4251,-8.4745,-29.4949,-0.9736,0.0619,-0.0677,0.2089
14854.2627,125.1397,320.6205,978.5338,-0.3193,-8.3641,-29.6173,-0.9704,0.0617,-0.0602,0.2258
14854.2734,125.1370,320.5374,978.3585,-0.2112,-8.2595,-29.5055,-0.9670,0.0616,-0.0529,0.2415
14854.2832,125.1355,320.4552,978.0629,-0.1016,-8.1646,-29.6189,-0.9636,0.0614,-0.0459,0.2561
14854.2930,125.1350,320.3740,977.7662,0.0156,-8.0756,-29.7262,-0.9602,0.0614,-0.0392,0.2696
14854.3027,125.1358,320.2938,977.4684,0.1339,-7.9833,-29.8280,-0.9570,0.0612,-0.0329,0.2817
14854.3135,125.1367,320.2138,977.3395,0.0464,-8.0174,-29.4906,-0.9539,0.0611,-0.0270,0.2927
14854.3232,125.1377,320.1342,977.0441,0.1613,-7.9326,-29.5871,-0.9509,0.0611,-0.0214,0.3026
14854.3330,125.1399,320.0553,976.7478,0.2732,-7.8524,-29.6836,-0.9481,0.0611,-0.0161,0.3116
14854.3428,125.1432,319.9772,976.4505,0.3836,-7.7781,-29.7793,-0.9454,0.0611,-0.0112,0.3199
14854.3525,125.1476,319.8998,976.3312,0.4987,-7.7066,-29.5414,-0.9429,0.0610,-0.0064,0.3274
14854.3633,125.1520,319.8228,976.0359,0.3856,-7.7210,-29.5101,-0.9403,0.0610,-0.0021,0.3348
14854.3730,125.1553,319.7455,975.7409,0.2709,-7.7414,-29.4821,-0.9378,0.0610,0.0020,0.3419
14854.3828,125.1574,319.6681,975.4462,0.1540,-7.7530,-29.4496,-0.9354,0.0606,0.0060,0.3484
14854.3926,125.1583,319.5905,975.3977,0.0228,-7.7775,-28.9675,-0.9330,0.0601,0.0098,0.3547
14854.4033,125.1579,319.5128,975.1082,-0.0967,-7.7923,-28.9290,-0.9306,0.0598,0.0136,0.3609
14854.4131,125.1564,319.4348,974.8191,-0.2142,-7.8100,-28.8994,-0.9281,0.0598,0.0171,0.3671
14854.4229,125.1536,319.3568,974.5303,-0.3298,-7.8147,-28.8615,-0.9256,0.0598,0.0206,0.3731
14854.4326,125.1509,319.2790,974.5389,-0.2100,-7.7616,-28.3819,-0.9230,0.0599,0.0238,0.3793
14854.4434,125.1494,319.2017,974.2548,-0.0925,-7.7064,-28.4555,-0.9203,0.0603,0.0272,0.3856
14854.4531,125.1479,319.1248,973.9703,-0.2056,-7.7033,-28.4327,-0.9173,0.0606,0.0304,0.3924
14854.4629,125.1453,319.0478,973.6862,-0.3313,-7.7019,-28.3998,-0.9138,0.0610,0.0337,0.4001
14854.4727,125.1413,318.9709,973.6278,-0.4552,-7.6900,-27.9389,-0.9099,0.0613,0.0371,0.4086
14854.4834,125.1362,318.8942,973.3485,-0.5778,-7.6831,-27.9207,-0.9055,0.0617,0.0406,0.4180
14854.4932,125.1299,318.8174,973.0695,-0.6836,-7.6755,-27.8873,-0.9006,0.0623,0.0441,0.4279
14854.5029,125.1237,318.7410,972.7902,-0.5542,-7.6386,-27.9581,-0.8954,0.0631,0.0475,0.4381
14854.5127,125.1187,318.6649,972.7859,-0.4300,-7.6038,-27.4836,-0.8901,0.0641,0.0511,0.4484
14854.5234,125.1150,318.5891,972.5107,-0.3095,-7.5704,-27.5569,-0.8844,0.0651,0.0549,0.4588
14854.5332,125.1126,318.5136,972.2348,-0.1774,-7.5369,-27.6260,-0.8784,0.0662,0.0588,0.4697
14854.5518,125.1113,318.3710,971.8339,0.0546,-7.4985,-27.5000,-0.8661,0.0740,0.0681,0.4896
14854.5615,125.1124,318.2962,971.5585,0.1663,-7.4776,-27.5655,-0.8595,0.0749,0.0722,0.5005
14854.5703,125.1140,318.2365,971.3378,0.2588,-7.4582,-27.6145,-0.8541,0.0744,0.0752,0.5092
14854.5781,125.1164,318.1770,971.1167,0.3419,-7.4420,-27.6641,-0.8486,0.0810,0.0796,0.5166
14854.5869,125.1198,318.1102,970.9063,0.4376,-7.4241,-27.6390,-0.8425,0.0805,0.0831,0.5261
14854.5947,125.1236,318.0509,970.6850,0.5215,-7.4063,-27.6878,-0.8426,0.0742,0.0821,0.5271
14854.6055,125.1293,317.9771,970.4078,0.6235,-7.3887,-27.7495,-0.8359,0.0764,0.0865,0.5366
14854.6133,125.1345,317.9181,970.1857,0.6999,-7.3726,-27.7996,-0.8307,0.0770,0.0900,0.5440
14854.6230,125.1419,317.8445,970.0607,0.7901,-7.3584,-27.5436,-0.8243,0.0795,0.0945,0.5526
14854.6328,125.1502,317.7711,969.7849,0.8772,-7.3456,-27.6093,-0.8180,0.0820,0.0992,0.5607
14854.6426,125.1593,317.6978,969.5085,0.9594,-7.3337,-27.6738,-0.8118,0.0846,0.1040,0.5683
14854.6533,125.1692,317.6246,969.2314,1.0412,-7.3231,-27.7384,-0.8059,0.0872,0.1088,0.5754
14854.6631,125.1798,317.5515,969.0123,1.1121,-7.3145,-27.6834,-0.8001,0.0898,0.1136,0.5821
14854.6729,125.1912,317.4785,968.7351,1.1851,-7.3056,-27.7495,-0.7944,0.0925,0.1185,0.5885
14854.6826,125.2033,317.4056,968.4573,1.2546,-7.2975,-27.8140,-0.7888,0.0952,0.1234,0.5946
14854.6934,125.2161,317.3328,968.1788,1.3220,-7.2902,-27.8781,-0.7833,0.0976,0.1284,0.6004
14854.7031,125.2296,317.2600,968.1042,1.3873,-7.2835,-27.5148,-0.7778,0.1001,0.1335,0.6060
14854.7129,125.2436,317.1873,967.8287,1.4511,-7.2773,-27.5771,-0.7723,0.1023,0.1386,0.6115
14854.7227,125.2583,317.1147,967.5527,1.5126,-7.2718,-27.6375,-0.7667,0.1046,0.1438,0.6169
14854.7334,125.2737,317.0421,967.2760,1.5746,-7.2681,-27.6949,-0.7608,0.1067,0.1489,0.6225
14854.7432,125.2896,316.9695,967.0984,1.6320,-7.2650,-27.5478,-0.7549,0.1089,0.1542,0.6281
14854.7529,125.3061,316.8970,966.8226,1.6882,-7.2626,-27.6073,-0.7487,0.1109,0.1595,0.6338
14854.7627,125.3231,316.8245,966.5463,1.7453,-7.2615,-27.6601,-0.7421,0.1127,0.1648,0.6399
14854.7734,125.3407,316.7520,966.2694,1.8070,-7.2615,-27.7076,-0.7351,0.1143,0.1702,0.6462
14854.7832,125.3589,316.6794,966.1599,1.8621,-7.2621,-27.4159,-0.7279,0.1159,0.1757,0.6526
14854.7930,125.3777,316.6069,965.8855,1.9232,-7.2657,-27.4583,-0.7201,0.1171,0.1813,0.6595
14854.8027,125.3971,316.5343,965.6107,1.9835,-7.2709,-27.4983,-0.7118,0.1184,0.1868,0.6667
14854.8135,125.4171,316.4617,965.3356,2.0449,-7.2782,-27.5346,-0.7030,0.1195,0.1924,0.6742
14854.8232,125.4377,316.3890,965.2128,2.1097,-7.2886,-27.2566,-0.6936,0.1203,0.1980,0.6820
14854.8330,125.4590,316.3161,964.9401,2.1754,-7.3019,-27.2798,-0.6836,0.1211,0.2036,0.6903
14854.8428,125.4809,316.2431,964.6672,2.2403,-7.3176,-27.3009,-0.6730,0.1218,0.2092,0.6989
14854.8525,125.5034,316.1700,964.3941,2.3040,-7.3365,-27.3195,-0.6616,0.1224,0.2147,0.7079
14854.8633,125.5266,316.0966,964.2449,2.3679,-7.3598,-27.0895,-0.6497,0.1228,0.2203,0.7172
14854.8730,125.5504,316.0230,963.9739,2.4290,-7.3868,-27.1041,-0.6371,0.1231,0.2258,0.7266
14854.8828,125.5748,315.9491,963.7028,2.4856,-7.4168,-27.1212,-0.6238,0.1234,0.2313,0.7363
14854.8926,125.5998,315.8748,963.4315,2.5408,-7.4503,-27.1330,-0.6103,0.1237,0.2368,0.7457
14854.9033,125.6253,315.8003,963.1871,2.5967,-7.4882,-27.0842,-0.5964,0.1242,0.2424,0.7550
14854.9131,125.6513,315.7253,962.9163,2.6477,-7.5276,-27.0841,-0.5816,0.1247,0.2475,0.7648
14854.9229,125.6778,315.6499,962.6454,2.6978,-7.5700,-27.0730,-0.5665,0.1250,0.2528,0.7743
14854.9326,125.7041,315.5750,962.3747,2.5922,-7.4212,-27.0752,-0.5512,0.1253,0.2578,0.7836
14854.9434,125.7293,315.5017,962.1344,2.4858,-7.2567,-27.0309,-0.5358,0.1259,0.2627,0.7925
14854.9531,125.7534,315.4301,961.8641,2.3867,-7.1011,-27.0389,-0.5203,0.1267,0.2673,0.8011
14854.9629,125.7766,315.3600,961.5936,2.2854,-6.9400,-27.0463,-0.5047,0.1275,0.2718,0.8094
14854.9727,125.7987,315.2914,961.3231,2.1805,-6.7821,-27.0588,-0.4890,0.1285,0.2761,0.8174
14854.9912,125.8364,315.1720,960.8360,2.0508,-6.5040,-27.0670,-0.4602,0.1339,0.2814,0.8313
14855.0000,125.8542,315.1142,960.5923,1.9661,-6.3567,-27.0726,-0.4463,0.1342,0.2855,0.8375
14855.0078,125.8695,315.0639,960.3757,1.8800,-6.2319,-27.0827,-0.4339,0.1345,0.2893,0.8426
14855.0146,125.8822,315.0207,960.1861,1.8008,-6.1222,-27.0906,-0.4350,0.1313,0.2918,0.8417
14855.0234,125.8964,314.9716,960.2308,1.7961,-6.1644,-26.5768,-0.4218,0.1322,0.2947,0.8472
14855.0322,125.9123,314.9160,959.9917,1.7927,-6.2156,-26.5603,-0.4067,0.1338,0.2976,0.8533
14855.0430,125.9318,314.8473,959.6996,1.7928,-6.2829,-26.5432,-0.3876,0.1359,0.3009,0.8607
14855.0527,125.9495,314.7842,959.4343,1.7860,-6.3458,-26.5234,-0.3699,0.1374,0.3042,0.8670
14855.0635,125.9670,314.7205,959.3839,1.7763,-6.4095,-26.0840,-0.3519,0.1388,0.3077,0.8731
14855.0732,125.9845,314.6561,959.1232,1.7640,-6.4759,-26.0520,-0.3333,0.1402,0.3114,0.8788
14855.0830,126.0018,314.5910,958.8629,1.7480,-6.5540,-26.0147,-0.3138,0.1412,0.3150,0.8845
14855.0928,126.0190,314.5250,958.6029,1.7266,-6.6333,-25.9759,-0.2934,0.1418,0.3187,0.8901
14855.1025,126.0359,314.4583,958.5659,1.7011,-6.7143,-25.4980,-0.2724,0.1424,0.3224,0.8953
14855.1133,126.0525,314.3907,958.3111,1.6705,-6.7963,-25.4551,-0.2506,0.1428,0.3261,0.9003
14855.1230,126.0688,314.3223,958.0568,1.6354,-6.8796,-25.4111,-0.2282,0.1431,0.3297,0.9048
14855.1328,126.0847,314.2531,957.8029,1.5949,-6.9639,-25.3658,-0.2053,0.1433,0.3334,0.9089
14855.1426,126.1002,314.1830,957.7903,1.5500,-7.0483,-24.8449,-0.1820,0.1433,0.3370,0.9126
14855.1533,126.1152,314.1122,957.5422,1.4997,-7.1332,-24.7945,-0.1582,0.1434,0.3404,0.9157
14855.1631,126.1296,314.0404,957.2944,1.4436,-7.2172,-24.7479,-0.1340,0.1433,0.3438,0.9183
14855.1729,126.1435,313.9678,957.0472,1.3825,-7.3010,-24.7055,-0.1097,0.1435,0.3469,0.9203
14855.1826,126.1568,313.8944,957.0228,1.3168,-7.3822,-24.2246,-0.0852,0.1436,0.3498,0.9218
14855.1934,126.1693,313.8202,956.7808,1.2455,-7.4607,-24.1745,-0.0607,0.1439,0.3526,0.9227
14855.2031,126.1812,313.7452,956.5393,1.1691,-7.5355,-24.1243,-0.0364,0.1442,0.3551,0.9229
14855.2129,126.1922,313.6695,956.2983,1.0887,-7.6059,-24.0804,-0.0125,0.1447,0.3574,0.9226
14855.2227,126.2025,313.5931,956.3209,1.0054,-7.6732,-23.5235,0.0111,0.1454,0.3593,0.9217
14855.2334,126.2119,313.5161,956.0859,0.9194,-7.7347,-23.4873,0.0341,0.1464,0.3611,0.9203
14855.2432,126.2204,313.4384,955.8512,0.8300,-7.7923,-23.4485,0.0565,0.1476,0.3626,0.9185
14855.2529,126.2280,313.3602,955.6169,0.7390,-7.8429,-23.4118,0.0784,0.1490,0.3637,0.9162
14855.2627,126.2347,313.2816,955.6318,0.6463,-7.8883,-22.8872,0.0997,0.1503,0.3648,0.9135
14855.2734,126.2405,313.2025,955.4031,0.5519,-7.9281,-22.8495,0.1203,0.1518,0.3655,0.9104
14855.2832,126.2453,313.1230,955.1748,0.4571,-7.9631,-22.8198,0.1403,0.1535,0.3662,0.9070
14855.2930,126.2492,313.0432,954.9468,0.3614,-8.0056,-22.7914,0.1597,0.1552,0.3665,0.9034
14855.3027,126.2521,312.9629,954.9227,0.2659,-8.0441,-22.3728,0.1786,0.1571,0.3668,0.8994
14855.3135,126.2541,312.8822,954.6990,0.1693,-8.0815,-22.3508,0.1972,0.1586,0.3670,0.8951
14855.3232,126.2551,312.8011,954.4756,0.0722,-8.1172,-22.3331,0.2156,0.1602,0.3671,0.8906
14855.3330,126.2552,312.7197,954.2523,-0.0253,-8.1506,-22.3180,0.2339,0.1616,0.3673,0.8856
14855.3428,126.2542,312.6380,954.2506,-0.1243,-8.1812,-21.8746,0.2521,0.1630,0.3673,0.8803
14855.3525,126.2523,312.5560,954.0320,-0.2237,-8.2069,-21.8513,0.2705,0.1640,0.3673,0.8747
14855.3633,126.2494,312.4737,953.8136,-0.3265,-8.2306,-21.8237,0.2889,0.1648,0.3673,0.8686
14855.3730,126.2455,312.3912,953.5955,-0.4288,-8.2518,-21.8011,0.3075,0.1655,0.3674,0.8620
14855.3828,126.2405,312.3085,953.5818,-0.5335,-8.2711,-21.3908,0.3264,0.1656,0.3674,0.8550
14855.3926,126.2345,312.2256,953.3680,-0.6394,-8.2880,-21.3672,0.3454,0.1657,0.3674,0.8475
14855.4033,126.2274,312.1426,953.1544,-0.7473,-8.3015,-21.3427,0.3647,0.1651,0.3673,0.8395
14855.4219,126.2112,311.9846,952.9044,-0.9302,-8.3038,-21.0172,0.4028,0.1647,0.3646,0.8232
14855.4307,126.2022,311.9098,952.7153,-1.0326,-8.3107,-20.9988,0.4202,0.1639,0.3649,0.8145
